023.171;CONTRIBUIÇÃO SINDICAL, ASSISTENCIAL E CONFEDERATIVA;Incluem-se documentos referentes à autorização para desconto incidente sobre a remuneração em razão de contribuição sindical, confederativa e retributiva, taxa assistencial e mensalidade sindical, bem como aqueles referentes à solicitação de cancelamento do desconto. Quanto à relação com sindicatos, classificar no código 020.031. Quanto à contribuição sindical do empregador, classificar no código 023.183.
023.172;CONTRIBUIÇÃO PARA O PLANO DE SEGURIDADE SOCIAL;Incluem-se documentos referentes ao desconto incidente sobre a remuneração em razão da contribuição para o plano de seguridade social, bem como aqueles referentes ao repasse do valor ao órgão competente. Quanto à contribuição para o plano de seguridade social recolhida pelo empregador, classificar no código 023.184.
023.173;IMPOSTO DE RENDA RETIDO NA FONTE (IRRF);Incluem-se documentos referentes ao desconto do imposto de renda retido na fonte, bem como aqueles referentes à solicitação de isenção de pagamento, por parte do servidor portador de doença específica ou aposentado por invalidez permanente. Quanto ao imposto de renda recolhido pela fonte pagadora, classificar no código 023.185.
023.174;PENSÃO ALIMENTÍCIA;Incluem-se documentos referentes à autorização para desconto incidente sobre a remuneração em razão do pagamento de pensão alimentícia, bem como aqueles referentes à solicitação de cancelamento do desconto.
023.175;CONSIGNAÇÕES FACULTATIVAS;Incluem-se documentos referentes à autorização para desconto incidente sobre a remuneração em razão de contribuição e coparticipação para plano de saúde, de contribuição e coparticipação para entidade de previdência complementar, de prêmio relativo a seguro de vida, de contribuição em favor de associação ou cooperativa, de empréstimo, de financiamento imobiliário e de despesa contraída e saque realizado por meio de cartão de crédito, bem como aqueles referentes à solicitação de cancelamento do desconto e devolução de descontos indevidos.
023.18;OBRIGAÇÕES TRABALHISTAS E ESTATUTÁRIAS, ENCARGOS PATRONAIS E RECOLHIMENTOS;Nas subdivisões deste descritor classificam-se documentos referentes aos encargos patronais e recolhimentos efetuados pelo empregador.
023.181;PROGRAMA DE FORMAÇÃO DO PATRIMÔNIO DO SERVIDOR PÚBLICO (PASEP). PROGRAMA DE INTEGRAÇÃO SOCIAL (PIS);Incluem-se documentos referentes às contribuições sociais, de natureza tributária, devidas pelo órgão e entidade, com o objetivo de financiar o pagamento do seguro-desemprego, do abono e da participação na receita do órgão e entidade e que são destinados aos servidores.
023.182;FUNDO DE GARANTIA DO TEMPO DE SERVIÇO (FGTS);Incluem-se documentos referentes à declaração de opção e à comprovação do depósito do valor do FGTS.
023.183;CONTRIBUIÇÃO SINDICAL DO EMPREGADOR;Incluem-se documentos referentes ao pagamento da contribuição sindical feita pelo empregador. Quanto à relação com sindicatos, classificar no código 020.031. Quanto à contribuição sindical, assistencial e confederativa do servidor, classificar no código 023.171.
023.184;CONTRIBUIÇÃO PARA O PLANO DE SEGURIDADE SOCIAL;Incluem-se documentos referentes à contribuição social recolhida pelo empregador para o regime previdenciário correspondente. Quanto à contribuição para o plano de seguridade social descontada da remuneração do servidor, classificar no código 023.172.
023.185;IMPOSTO DE RENDA;Incluem-se documentos referentes ao recolhimento, de natureza tributária, do valor retido da renda do beneficiário, que é efetuado pela fonte pagadora. Quanto ao imposto de renda descontado da remuneração do servidor, classificar no código 023.173.
023.186;LEI DOS DOIS TERÇOS. RELAÇÃO ANUAL DE INFORMAÇÕES SOCIAIS (RAIS);Incluem-se documentos referentes ao cumprimento da lei dos 2/3 e às declarações de Rais, que subsidiam o controle das atividades trabalhistas no órgão e entidade.
023.19;OUTRAS AÇÕES REFERENTES AO PAGAMENTO DE VENCIMENTOS. REMUNERAÇÕES. SALÁRIOS. PROVENTOS;Na subdivisão deste descritor classificam-se documentos referentes a outras ações de pagamento de vencimentos, remunerações, salários e proventos não contempladas nos descritores anteriores.
023.191;RETIFICAÇÃO DE PAGAMENTO;Incluem-se documentos referentes aos pedidos, feitos pelo servidor, para a retificação de erros efetuados no pagamento. Quanto aos casos de restituição de valores ao erário, classificar no código 059.4.
023.2;FÉRIAS;Incluem-se documentos referentes à concessão de férias, tais como: programação, alteração, cancelamento, suspensão, escala e aviso de férias. Quanto ao pagamento de adicional de um terço de férias e abono pecuniário, classificar no código 023.167.
023.3;LICENÇAS;Incluem-se documentos referentes à concessão de licenças para afastamento do cônjuge ou companheiro, atividade política, capacitação profissional, para desempenho de mandato classista, motivo de doença em pessoa da família, incentivada sem remuneração, prêmio por assiduidade, serviço militar e tratamento de interesses particulares, bem como as perícias médicas realizadas para concessão e prorrogação das licenças, quando forem necessárias. Quanto às licenças referentes à concessão de benefícios de seguridade e previdência social (acidente em serviço, tratamento de saúde, gestante, paternidade e adotante), classificar no código 026.4.
023.4;AFASTAMENTOS;Incluem-se documentos referentes à suspensão de contrato de trabalho e concessão de afastamento para depor, exercer mandato eletivo, servir a Justiça Eleitoral, servir como jurado, participar em programas de pós-graduação stricto sensu e de pós-doutorado e em estudos, no país e no exterior. Quanto ao afastamento para o cumprimento de missões e viagens a serviço, no país e no exterior, e para servir em organismo internacional de que o Brasil participe ou com o qual coopere, classificar nas subdivisões do código 028.
023.5;CONCESSÕES;Incluem-se documentos referentes à comprovação de ausência no serviço em razão de alistamento eleitoral, casamento (gala), doação de sangue e falecimento de familiares (nojo), bem como aqueles referentes à concessão de horário especial para servidor estudante, servidor portador de deficiência e servidor que possua dependente portador de deficiência, com ou sem compensação de horas. Quanto à concessão de benefícios de seguridade e previdência social, classificar nas subdivisões do código 026.
023.6;AUXÍLIOS;Incluem-se documentos referentes à solicitação, comprovação do direito, pagamento e interrupção do pagamento dos auxílios alimentação ou refeição, assistência pré-escolar ou creche, moradia e vale-transporte, bem como o auxílio-moradia para liquidante. Quanto aos auxílios referentes à concessão de benefícios de seguridade e previdência social (acidente, doença, funeral e natalidade), classificar no código 026.3. Quanto ao auxílio-reclusão, classificar no código 026.91.
023.7;REEMBOLSO DE DESPESAS. INDENIZAÇÃO;Nas subdivisões deste descritor classificam-se documentos referentes ao reembolso de despesas efetuadas em razão de mudança de domicílio, locomoção com meio de transporte próprio e custeio de assistência suplementar à saúde.
023.71;MUDANÇA DE DOMICÍLIO;Incluem-se documentos referentes às ajudas de custo para compensação e reembolso das despesas de instalação do servidor e de sua família que, no interesse do órgão e entidade, passar a ter exercício em nova sede.
023.72;LOCOMOÇÃO;Incluem-se documentos referentes às despesas efetuadas com a utilização de meio próprio de locomoção para a execução de serviços externos. Quanto ao fornecimento de transporte, classificar no código 023.93.
023.73;RESSARCIMENTO DE PLANO DE SAÚDE;Incluem-se documentos relativos à participação do órgão e entidade no custeio da assistência suplementar à saúde do servidor e demais beneficiários.
023.9;OUTRAS AÇÕES REFERENTES À CONCESSÃO DE DIREITOS E VANTAGENS;Nas subdivisões deste descritor classificam-se documentos referentes a outras ações de concessão de direitos e vantagens não contempladas nos descritores anteriores.
023.91;CONTRATAÇÃO DE SEGURO;Incluem-se documentos referentes à contratação de seguro de vida em grupo e seguro de acidentes pessoais. Quanto à contratação de seguro patrimonial, classificar no código 045.01.
023.92;OCUPAÇÃO DE IMÓVEL FUNCIONAL;Incluem-se documentos referentes à ocupação de imóvel funcional, tais como: solicitação, termo de ocupação e de responsabilidade.
023.93;FORNECIMENTO DE TRANSPORTE;Incluem-se documentos referentes à comprovação do fornecimento de serviço de transporte, oferecido pelo órgão e entidade, para que o servidor se desloque de sua residência para o local de trabalho e vice-versa. Quanto ao reembolso de despesas para locomoção, classificar no código 023.72.
024;CAPACITAÇÃO DO SERVIDOR;Nas subdivisões deste descritor classificam-se documentos referentes à promoção, elaboração e execução de programas de capacitação, desenvolvimento e valorização do servidor.
024.01;PLANEJAMENTO DA CAPACITAÇÃO;Incluem-se documentos referentes ao mapeamento das competências institucionais e individuais, diagnóstico das competências profissionais e o plano anual de capacitação proporcionado pelo órgão e entidade ao servidor.
024.1;PROMOÇÃO DE CURSOS PELO ÓRGÃO E ENTIDADE;Nas subdivisões deste descritor classificam-se documentos referentes à promoção, pelo órgão e entidade, de cursos de capacitação destinados ao servidor. Quanto aos documentos comprobatórios de participação do servidor, que deverão integrar o assentamento funcional, classificar nas subdivisões do código 020.1.
024.11;PROGRAMAÇÃO;Incluem-se documentos referentes à divulgação do curso e à definição do conteúdo programático, bem como exemplares únicos de exercícios e apostilas.
024.12;INSCRIÇÃO E FREQUÊNCIA;Incluem-se documentos referentes aos procedimentos para inscrição, lista de participantes, controle de entrega de material e lista de frequência dos participantes.
024.13;AVALIAÇÃO E RESULTADOS;Incluem-se documentos referentes aos resultados alcançados, avaliação do curso pelos participantes, controle de expedição e entrega de certificados e relatórios.
024.2;PARTICIPAÇÃO EM CURSOS PROMOVIDOS POR OUTROS ÓRGÃOS E ENTIDADES;Incluem-se documentos referentes à divulgação do curso, programa, termo de compromisso e relatório de participação do servidor no curso. Quanto aos documentos comprobatórios de participação do servidor, que deverão integrar o assentamento funcional, classificar nas subdivisões do código 020.1.
024.3;PROMOÇÃO DE ESTÁGIOS PELO ÓRGÃO E ENTIDADE;Nas subdivisões deste descritor, classificam-se documentos referentes a promoção, pelo órgão e entidade, de estágios destinados ao servidor. Quanto aos documentos comprobatórios de participação do servidor, que deverão integrar o assentamento funcional, classificar nas subdivisões do código 020.1.
024.31;PROGRAMAÇÃO;Incluem-se documentos referentes à divulgação do estágio e à definição do conteúdo programático.
024.32;INSCRIÇÃO E FREQUÊNCIA;Incluem-se documentos referentes aos procedimentos para inscrição, controle de entrega de material e lista de frequência dos participantes, bem como aqueles referentes à concessão de bolsas de estágio.
024.33;AVALIAÇÃO E RESULTADOS;Incluem-se documentos referentes aos resultados alcançados, avaliação do estágio pelos participantes, controle de expedição e entrega de declaração de participação e relatórios.
024.4;PARTICIPAÇÃO EM ESTÁGIOS PROMOVIDOS POR OUTROS ÓRGÃOS E ENTIDADES;Incluem-se documentos referentes à divulgação do estágio, programa, termo de compromisso e relatório de participação do servidor no estágio. Quanto aos documentos comprobatórios de participação do servidor, que deverão integrar o assentamento funcional, classificar nas subdivisões do código 020.1.
024.5;CONCESSÃO DE ESTÁGIOS E BOLSAS PARA ESTUDANTES;Nas subdivisões deste descritor classificam-se documentos referentes à oferta de estágios, remunerados ou não, e à concessão de bolsas para estudantes (residentes médicos, multiprofissionais e estagiários), por parte do órgão e entidade.
024.51;RELAÇÃO COM INSTITUIÇÕES DE ENSINO E AGENTES DE INTEGRAÇÃO;Incluem-se documentos referentes à celebração de convênios com instituições de ensino superior e outras que visem à oferta de estágios, à integração da empresa-escola e à concessão de bolsas para estudantes.
024.52;PLANO DE ESTÁGIO;Incluem-se documentos referentes ao estabelecimento das atividades a serem realizadas pelos estudantes.
025;PROMOÇÃO DA SAÚDE E BEM-ESTAR;Nas subdivisões deste descritor classificam-se documentos referentes às atividades de promoção da saúde e bem-estar do servidor.
025.1;ASSISTÊNCIA À SAÚDE;Nas subdivisões deste descritor classificam-se documentos referentes à celebração dos planos de saúde destinados ao servidor, bem como os prontuários médicos e odontológicos.
025.11;CELEBRAÇÃO DE CONVÊNIOS DE PLANOS DE SAÚDE;Incluem-se documentos referentes à celebração de convênios firmados para a prestação de assistência médica, hospitalar, odontológica, psicológica e farmacêutica, e que são destinados ao servidor e seus dependentes.
025.12;ORIENTAÇÃO MÉDICA, NUTRICIONAL, ODONTOLÓGICA E PSICOLÓGICA;Incluem-se documentos referentes às ações de orientação, acompanhamento e execução de iniciativas que visem o bem-estar do servidor.
025.13;PROMOÇÃO DE ATIVIDADE FÍSICA;Incluem-se documentos referentes às ações de promoção e execução de iniciativas que visem a prática da ginástica laboral e incentivem o servidor à prática de atividades físicas.
025.14;PRONTUÁRIO MÉDICO E ODONTOLÓGICO;Incluem-se documentos referentes aos registros dos cuidados médicos profissionais prestados aos servidores, como exames e inspeções periódicas de saúde, exames complementares, laudos médicos e comunicação de alta e óbito. Quanto aos exames admissionais e demissionais do servidor, que deverão integrar o assentamento funcional, classificar nas subdivisões do có digo 020.1.
025.2;PRESERVAÇÃO DA SAÚDE E HIGIENE;Nas subdivisões deste descritor classificam-se documentos referentes às iniciativas do órgão e entidade que visam à preservação da saúde e a garantia de condições satisfatórias, individuais e ambientais, nos locais de trabalho.
025.21;CONTROLE DE RISCOS AMBIENTAIS;Incluem-se documentos referentes ao perfil profissiográfico e ao levantamento, avaliação e controle da ocorrência de riscos ambientais (agentes químicos, físicos e biológicos) existentes nos locais de trabalho, bem como aqueles referentes aos programas de controle médico de saúde ocupacional e de prevenção de riscos ambientais e os laudos e certificados sobre inspeções sanitárias e equipamentos de proteção individual. Quanto à proteção ambiental interna, classificar no código 017.1 .
025.22;OFERTA DE SERVIÇOS DE REFEITÓRIOS, CANTINAS E COPAS;Incluem-se documentos referentes às regras gerais de uso e de funcionamento dos ambientes destinados às refeições.
025.3;SEGURANÇA DO TRABALHO. PREVENÇÃO DE ACIDENTES DE TRABALHO;Nas subdivisões deste descritor classificam-se documentos referentes às medidas preventivas relacionadas ao ambiente de trabalho, visando à redução de acidentes e doenças ocupacionais. Quanto ao pagamento dos adicionais de periculosidade, insalubridade e atividade penosa, classificar nos códigos 023.163, 023.164 e 023.165, respectivamente.
025.31;CONSTITUIÇÃO DA COMISSÃO INTERNA DE PREVENÇÃO DE ACIDENTES (Cipa);Nas subdivisões deste descritor classificam-se documentos referentes aos procedimentos para a constituição e atuação da comissão.
025.311;COMPOSIÇÃO E ATUAÇÃO;Incluem-se documentos referentes à constituição da Cipa, editais de convocação e divulgação das eleições, constituição da comissão eleitoral, folha de votação e atas da eleição (nos casos de realização de processo eleitoral) ou indicação e designação dos membros e instalação e posse da comissão (em outras situações que não envolvam processo eleitoral), bem como aqueles referentes aos estudos e às inspeções relativas à qualidade e segurança do ambiente de trabalho, mapas de riscos, laudos e pareceres técnicos, atas, relatórios e campanhas de divulgação.
025.312;OPERACIONALIZAÇÃO DE REUNIÕES;Incluem-se documentos referentes à organização das reuniões da Cipa, bem como aqueles referentes ao agendamento, convocação, pauta e lista de participantes.
025.32;REGISTRO DE OCORRÊNCIAS DE ACIDENTES DE TRABALHO;Incluem-se os comunicados e os registros das ocorrências e as sindicâncias instaladas para averiguação dos acidentes de trabalho.
026;CONCESSÃO DE BENEFÍCIOS DE SEGURIDADE E PREVIDÊNCIA SOCIAL;Nas subdivisões deste descritor classificam-se documentos referentes à concessão de benefícios previdenciários e assistenciais ao servidor. Quanto às concessões referentes aos direitos e vantagens (ausência no serviço em razão de alistamento eleitoral, casamento, doação de sangue, falecimento de familiares, horário especial para servidor estudante, servidor portador de deficiência e servidor que possua dependente portador de deficiência), classificar no código 023.5.
026.01;ADESÃO À PREVIDÊNCIA COMPLEMENTAR;Incluem-se documentos referentes à contribuição aos planos privados de pecúlios, rendas e benefícios complementares ou assemelhados aos da previdência social.
026.02;CONTAGEM E AVERBAÇÃO DE TEMPO DE SERVIÇO;Incluem-se documentos referentes à comprovação do tempo de contribuição previdenciária e à solicitação de averbação do tempo de serviço correspondente. Quanto ao abono de permanência em serviço, classificar no código 023.14.
026.1;SALÁRIO FAMÍLIA;Incluem-se documentos referentes à solicitação, comprovação do direito, pagamento e interrupção do pagamento do benefício.
026.2;SALÁRIO MATERNIDADE;Incluem-se documentos referentes à solicitação, comprovação do direito, pagamento e interrupção do pagamento do benefício.
026.3;AUXÍLIOS;Incluem-se documentos referentes à solicitação, comprovação do direito, pagamento e interrupção do pagamento dos auxílios acidente, doença, funeral e natalidade. Quanto aos auxílios referentes à concessão de direitos e vantagens (alimentação ou refeição, assistência pré-escolar ou creche, moradia, vale-transporte e moradia de liquidante), classificar no código 023.6. Quanto ao auxílio-reclusão, classificar no código 026.91.
026.4;LICENÇAS;Incluem-se documentos referentes à concessão de licenças para acidente em serviço, tratamento de saúde, gestante, paternidade e adotante, bem como as perícias médicas realizadas para concessão e prorrogação das licenças, quando forem necessárias. Quanto às licenças referentes à concessão de direitos e vantagens (afastamento do cônjuge ou companheiro, atividade política, capacitação profissional, desempenho de mandato classista, motivo de doença em pessoa da família, incentivada sem remuneração, prêmio por assiduidade, serviço militar e tratamento de interesses particulares), classificar no código 023.3.
026.5;APOSENTADORIA;Nas subdivisões deste descritor classificam-se documentos referentes à solicitação e concessão de aposentadoria por invalidez permanente, por idade, por tempo de contribuição previdenciária e aposentadoria especial.
026.51;INVALIDEZ PERMANENTE;Incluem-se documentos referentes à solicitação e concessão de aposentadoria por invalidez permanente em decorrência de acidente em serviço, moléstia profissional e doença grave, contagiosa ou incurável, especificadas em legislação.
026.52;COMPULSÓRIA;Incluem-se documentos referentes à concessão de aposentadoria compulsória, de acordo com a legislação em vigor, com proventos proporcionais ao tempo de contribuição previdenciária.
026.53;VOLUNTÁRIA;Incluem-se documentos referentes à solicitação e concessão de aposentadoria voluntária, atendendo aos requisitos de tempo de contribuição previdenciária e de idade mínima.
026.54;ESPECIAL;Incluem-se documentos referentes à solicitação e concessão de aposentadoria ao servidor que trabalhou exposto a agentes nocivos à saúde, como calor ou ruído, de forma contínua e ininterrupta, em níveis de exposição acima dos limites, conforme especificado em legislação.
026.6;PENSÃO POR MORTE;Nas subdivisões deste descritor classificam-se documentos referentes à solicitação, comprovação do direito, habilitação, incorporação, pagamento e interrupção do pagamento das pensões concedidas por morte do servidor.
026.61;PENSÃO PROVISÓRIA. PENSÃO TEMPORÁRIA;Incluem-se documentos referentes à solicitação, comprovação do direito, habilitação, pagamento e interrupção do pagamento da pensão, bem como aqueles referentes à avaliação periódica das condições que ensejaram a concessão do benefício.
026.62;PENSÃO VITALÍCIA;Incluem-se documentos referentes à solicitação, comprovação do direito, habilitação e pagamento da pensão.
026.9;OUTRAS AÇÕES REFERENTES À CONCESSÃO DE BENEFÍCIOS DE SEGURIDADE E PREVIDÊNCIA SOCIAL;Na subdivisão deste descritor classificam-se documentos referentes a outras ações de concessão de benefícios de seguridade e previdência social não contempladas nos descritores anteriores.
026.91;AUXÍLIO RECLUSÃO;Incluem-se documentos referentes à solicitação, comprovação do direito, pagamento e interrupção do pagamento do auxílio-reclusão aos dependentes do servidor. Quanto aos auxílios alimentação ou refeição, assistência pré-escolar ou creche, moradia, vale-transporte e moradia de liquidante, classificar no código 023.6. Quanto aos auxílios acidente, doença, funeral e natalidade, classificar no código 026.3.
027;APURAÇÃO DE RESPONSABILIDADE DISCIPLINAR;Nas subdivisões deste descritor classificam-se documentos referentes às apurações de responsabilidade que envolvem o servidor. Quanto ao extravio, roubo, desaparecimento, furto e avaria de material, classificar no código 033.6.
027.1;AVERIGUAÇÃO DE DENÚNCIAS;Incluem-se documentos referentes aos procedimentos disciplinares para a apuração de denúncias sobre possíveis infrações ou irregularidades praticadas pelos servidores no exercício de suas atribuições, bem como aqueles produzidos em decorrência da instauração de inquéritos, sindicâncias e processo administrativo disciplinar (PAD).
027.2;APLICAÇÃO DE PENALIDADES DISCIPLINARES;Incluem-se documentos referentes à imposição de penalidades em razão da conclusão da apuração de responsabilidade disciplinar, podendo se constituir em uma advertência, suspensão, demissão, cassação de aposentadoria, disponibilidade, destituição de cargo em comissão e destituição de função comissionada. Quanto ao registro das penalidades disciplinares aplicadas ao servidor, que deverão integrar o assentamento funcional, classificar nas subdivisões do código 020.1.
027.3;AJUSTAMENTO DE CONDUTA;Incluem-se documentos referentes à celebração de termo de ajustamento de conduta (TAC) nos casos de infração disciplinar de menor potencial ofensivo e de desvios de conduta de baixa lesividade praticados pelo servidor.
028;CUMPRIMENTO DE MISSÕES E VIAGENS A SERVIÇO;Nas subdivisões deste descritor classificam-se documentos referentes ao afastamento do servidor para o cumprimento de missões e a realização de viagens a serviço, no país e no exterior, e para servir em organismo internacional de que o Brasil participe ou com o qual coopere. Quanto ao planejamento, acompanhamento, execução, avaliação e relatório técnico, classificar no código específico relativo ao objeto da missão e da viagem a serviço. Quanto aos afastamentos referentes à concessão de direitos e vantagens (suspensão de contrato de trabalho, depor, exercer mandato legislativo, servir a Justiça Eleitoral, servir como jurado, participar em programas de pós-graduação stricto sensu e de pós-doutorado e em estudos, no país e no exterior), classificar no código 023.4.
028.1;NO PAÍS;Nas subdivisões deste descritor classificam-se documentos referentes ao afastamento do servidor para o cumprimento de missões e a realização de viagens no país, podendo ser: com ônus (quando implicarem no direito à concessão de passagens e diárias e ao recebimento de vencimentos ou salários e demais vantagens) e com ônus limitado (quando implicarem, apenas, no direito ao recebimento de vencimentos e salários e demais vantagens).
028.11;COM ÔNUS;Incluem-se documentos referentes à solicitação e autorização de afastamento, ajudas de custo, diárias, passagens, reservas de hotel, prestações de contas e relatórios de viagem, bem como lista de participantes (no caso de comitivas e delegações) e concessão de passagens e diárias para convidados.
028.12;COM ÔNUS LIMITADO;Incluem-se documentos referentes à solicitação e autorização de afastamento para participar de eventos ou cumprir missões e realizar viagens no país.
028.2;NO EXTERIOR;Nas subdivisões deste descritor classificam-se documentos referentes ao afastamento do país do servidor para o cumprimento de missões e a realização de viagens ao exterior, podendo ser: com ônus (quando implicarem no direito à concessão de passagens e diárias e ao recebimento de vencimentos ou salários e demais vantagens), com ônus limitado (quando implicarem, apenas, no direito ao recebimento de vencimentos e salários e demais vantagens) e sem ônus (quando implicarem a perda total dos vencimentos ou salários e demais vantagens, não acarretando qualquer despesa para o órgão e entidade).
028.21;COM ÔNUS;Incluem-se documentos referentes à solicitação e autorização de afastamento do país, ajudas de custo, diárias, compra de moeda estrangeira, passagens, reservas de hotel, prestações de contas e relatórios de viagem, bem como lista de participantes (no caso de comitivas e delegações) e concessão de passagens e diárias para convidados.
028.22;COM ÔNUS LIMITADO;Incluem-se documentos referentes à solicitação e autorização de afastamento do país para participar de eventos ou cumprir missões e realizar viagens ao exterior.
028.23;SEM ÔNUS;Incluem-se documentos referentes à solicitação e autorização de afastamento do país para participar de eventos ou cumprir missões e realizar viagens ao exterior.
029;OUTRAS AÇÕES REFERENTES À GESTÃO DE PESSOAS;Nas subdivisões deste descritor classificam-se documentos referentes a outras ações de gestão de pessoas não contempladas nos descritores anteriores.
029.1;CONTROLE DE ASSIDUIDADE E PONTUALIDADE;Nas subdivisões deste descritor classificam-se documentos referentes ao controle de frequência dos servidores e ao estabelecimento do horário de expediente do órgão e entidade.
029.11;CONTROLE DE FREQUÊNCIA;Incluem-se livros, cartões e folhas de ponto, bem como documentos referentes ao abono de faltas, cumprimento de horário especial e de horas extras, banco de horas, corte de ponto e registro de dias parados.
029.12;DEFINIÇÃO DO HORÁRIO DE EXPEDIENTE;Incluem-se documentos referentes à fixação e mudanças do horário de funcionamento do órgão e entidade e às escalas de plantão.
029.2;INSTITUIÇÃO DO PROGRAMA DE CRECHE;Nas subdivisões deste descritor classificam-se documentos referentes à implantação do programa de creche em decorrência da implementação de plano de assistência pré-escolar no órgão e entidade.
029.21;PUBLICAÇÃO E DIVULGAÇÃO;Incluem-se documentos referentes ao lançamento do programa de creche, à publicação de editais e à divulgação das vagas e dos critérios de seleção.
029.22;INSCRIÇÃO, SELEÇÃO, ADMISSÃO E RENOVAÇÃO;Incluem-se documentos referentes à inscrição, ao estabelecimento de níveis ou categorias de usuários do benefício, à avaliação socioeconômica do candidato e à comprovação de vínculo do beneficiário com o órgão e entidade, bem como termo de compromisso, listas de atualização de beneficiados e de renovação do benefício.
029.23;ACOMPANHAMENTO PEDAGÓGICO, MÉDICO E DO DESENVOLVIMENTO DA CRIANÇA;Incluem-se documentos referentes ao desenvolvimento de atividades recreativas e pedagógicas, ao fornecimento de alimentação e ao controle de saúde da criança.
029.24;AVALIAÇÃO DO PROGRAMA;Incluem-se documentos referentes às avaliações periódicas e permanentes do programa, tais como: laudos técnicos, estabelecimento de indicadores, estudos de ofertas e demandas e relatórios.
029.3;INCENTIVOS FUNCIONAIS;Incluem-se documentos referentes à concessão de prêmios, de medalhas, diplomas de honra ao mérito, condecorações e elogios.
029.4;DELEGAÇÃO DE COMPETÊNCIA E PROCURAÇÃO;Incluem-se documentos referentes à autorização ou à delegação que a autoridade administrativa responsável pelo órgão e entidade pode conferir a um servidor para tratar de matéria de competência exclusiva, tais como: ordenação de despesas, decisões de recursos e casos de edição de atos de caráter normativo.
029.5;CONTRATAÇÃO DE SERVIÇOS PROFISSIONAIS TRANSITÓRIOS;Incluem-se documentos referentes à contratação de pessoas físicas (autônomos e colaboradores) para a realização de serviços técnicos profissionais especializados, transitórios, de caráter eventual, por prazo determinado e sem vínculo empregatício, tais como: planejamento da contratação (estudos preliminares, gerenciamento de riscos e termo de referência ou projeto básico), divulgação (publicação de editais), seleção do fornecedor (adjudicação, homologação, formalização e publicação do contrato), indicação e designação do gestor e dos fiscais da execução do contrato para acompanhamento, fiscalização (técnica, administrativa, setorial e pelo público usuário), avaliação e aferição dos resultados previstos na contratação e demais documentos comprobatórios da prestação dos serviços, relatórios, notas fiscais e faturas. Nota: A contratação de prestação de serviços poderá ocorrer nas modalidades de licitação (convite, tomada de preços, concorrência, leilão, concurso e pregão), dispensa de licitação e inexigibilidade de licitação. Quanto aos documentos referentes às pessoas físicas contratadas (autônomos e colaboradores), que deverão integrar o assentamento funcional, classificar no código 020.12.
029.6;PETIÇÃO DE DIREITOS;Incluem-se requerimentos feitos pelo servidor em defesa de seus direitos ou interesses legítimos e pedidos de interposição de reconsideração ou de recurso.
030;GESTÃO DE MATERIAIS;Esta subclasse contempla documentos referentes à aquisição, movimentação, alienação, baixa e inventário de material permanente (mobiliário, equipamentos, utensílios, aparelhos, ferramentas, máquinas, instrumentos técnicos e obras de arte) e de consumo (material destinado às atividades de expediente, limpeza, manutenção, alimentação e abastecimento de veículos, medicamentos, uniformes, peças de reposição, matérias-primas e cobaias para uso científico), bem como aqueles referentes à contratação de prestação de serviços e à execução de serviços de instalação e manutenção.
030.01;NORMATIZAÇÃO. REGULAMENTAÇÃO;Incluem-se documentos referentes às determinações legais, aos atos e instruções normativas, aos procedimentos operacionais e às decisões de caráter geral sobre a gestão de material permanente e de consumo.
030.02;CADASTRAMENTO DE FORNECEDORES E DE PRESTADORES DE SERVIÇOS;Incluem-se documentos referentes ao registro cadastral de fornecedores em sistema específico da administração pública, visando verificar a capacidade técnica para aquisições e contratações de serviços relacionadas à gestão de material.
030.03;ESPECIFICAÇÃO, PADRONIZAÇÃO, CODIFICAÇÃO, PREVISÃO, IDENTIFICAÇÃO E CLASSIFICAÇÃO;Incluem-se documentos referentes à especificação, padronização, codificação, previsão, identificação e classificação de material permanente, de consumo e de matéria-prima e insumo, bem como catálogo e amostras de materiais.
031;AQUISIÇÃO E INCORPORAÇÃO;Nas subdivisões deste descritor classificam-se documentos referentes à aquisição e incorporação de material permanente, de consumo e de matéria-prima e insumo.
031.1;COMPRA;Nas subdivisões deste descritor classificam-se documentos referentes à aquisição definitiva de material permanente e de consumo. Nota: A compra poderá ocorrer nas modalidades de licitação (convite, tomada de preços, concorrência, leilão, concurso e pregão), dispensa de licitação e inexigibilidade de licitação.
031.11;MATERIAL PERMANENTE;Incluem-se documentos referentes à compra e importação de material permanente. Quanto à aquisição e incorporação de acervos bibliográfico e museológico, classificar nas subdivisões do código 062.1.
031.12;MATERIAL DE CONSUMO;Incluem-se documentos referentes à compra e importação de material de consumo. Quanto à compra e importação de animais utilizados em pesquisas e estudos, mas que não sejam cobaias, classificar no código 041.13.
031.2;DOAÇÃO E PERMUTA;Nas subdivisões deste descritor classificam-se documentos referentes à aquisição definitiva de material permanente e de consumo.
031.21;MATERIAL PERMANENTE;Incluem-se documentos referentes à doação, permuta e transferência de material permanente.
031.22;MATERIAL DE CONSUMO;Incluem-se documentos referentes à doação, permuta e transferência de material de consumo.
031.3;DAÇÃO. ADJUDICAÇÃO;Nas subdivisões deste descritor classificam-se documentos referentes à aquisição definitiva de material permanente e de consumo.
031.31;MATERIAL PERMANENTE;Incluem-se documentos referentes à dação e adjudicação de material permanente, para recebimento de parte ou totalidade de dívida.
031.32;MATERIAL DE CONSUMO;Incluem-se documentos referentes à dação e adjudicação de material de consumo, para recebimento de parte ou totalidade de dívida.
